test_id,tarea,model_id,timestamp_utc,latency_seconds,prompt_tokens,completion_tokens,total_tokens,success,api_success,json_valid,error_message
test_005,prompt_0_filtrado,llama3-70b-8192,2025-04-24T09:45:36.923138+00:00,0.56,1562,45,1607,True,True,True,
test_005,prompt_1_elementos_basicos,llama3-70b-8192,2025-04-24T09:45:37.855790+00:00,0.631,1023,152,1175,True,True,True,
test_005,prompt_2_citas_datos,llama3-70b-8192,2025-04-24T09:45:38.450688+00:00,0.293,1066,19,1085,True,True,True,
test_005,prompt_3_relaciones,llama3-70b-8192,2025-04-24T09:45:39.065517+00:00,0.313,1276,35,1311,True,True,True,
test_005,prompt_4_json_final,llama3-70b-8192,2025-04-24T09:45:40.607228+00:00,1.237,1426,358,1784,True,True,True,
test_069,prompt_0_filtrado,llama3-70b-8192,2025-04-24T09:45:41.815378+00:00,0.4,1562,45,1607,True,True,True,
test_069,prompt_1_elementos_basicos,llama3-70b-8192,2025-04-24T09:45:42.842791+00:00,0.726,1023,186,1209,True,True,True,
test_069,prompt_2_citas_datos,llama3-70b-8192,2025-04-24T09:45:43.445224+00:00,0.301,1066,19,1085,True,True,True,
test_069,prompt_3_relaciones,llama3-70b-8192,2025-04-24T09:45:44.066799+00:00,0.32,1276,35,1311,True,True,True,
test_069,prompt_4_json_final,llama3-70b-8192,2025-04-24T09:45:45.603492+00:00,1.235,1426,358,1784,True,True,True,
test_040,prompt_0_filtrado,llama3-70b-8192,2025-04-24T09:45:46.822634+00:00,0.415,1562,45,1607,True,True,True,
test_040,prompt_1_elementos_basicos,llama3-70b-8192,2025-04-24T09:45:47.900141+00:00,0.776,1023,202,1225,True,True,True,
test_040,prompt_2_citas_datos,llama3-70b-8192,2025-04-24T09:45:48.482591+00:00,0.281,1066,19,1085,True,True,True,
test_040,prompt_3_relaciones,llama3-70b-8192,2025-04-24T09:45:49.227374+00:00,0.443,1276,43,1319,True,True,True,
test_040,prompt_4_json_final,llama3-70b-8192,2025-04-24T09:45:50.777734+00:00,1.249,1426,358,1784,True,True,True,
test_047,prompt_0_filtrado,llama3-70b-8192,2025-04-24T09:45:52.031171+00:00,0.449,1562,42,1604,True,True,True,
test_047,prompt_1_elementos_basicos,llama3-70b-8192,2025-04-24T09:45:53.083731+00:00,0.751,1023,196,1219,True,True,True,
test_047,prompt_2_citas_datos,llama3-70b-8192,2025-04-24T09:45:53.692392+00:00,0.307,1066,19,1085,True,True,True,
test_047,prompt_3_relaciones,llama3-70b-8192,2025-04-24T09:45:54.302890+00:00,0.309,1276,35,1311,True,True,True,
test_047,prompt_4_json_final,llama3-70b-8192,2025-04-24T09:45:55.854152+00:00,1.25,1426,358,1784,True,True,True,
test_004,prompt_0_filtrado,llama3-70b-8192,2025-04-24T09:45:57.089988+00:00,0.431,1562,45,1607,True,True,True,
test_004,prompt_1_elementos_basicos,llama3-70b-8192,2025-04-24T09:45:58.046061+00:00,0.655,1023,162,1185,True,True,True,
test_004,prompt_2_citas_datos,llama3-70b-8192,2025-04-24T09:45:58.619090+00:00,0.272,1066,19,1085,True,True,True,
test_004,prompt_3_relaciones,llama3-70b-8192,2025-04-24T09:45:59.214389+00:00,0.294,1276,35,1311,True,True,True,
test_004,prompt_4_json_final,llama3-70b-8192,2025-04-24T09:46:00.892592+00:00,1.376,1426,358,1784,True,True,True,
